ko_id,ko_name,n_cells,fc_1-2,pval
KO:K13617,protein phosphatase methylesterase 1 [EC:3.1.1.89],1987,-0.51569414,0.007975760837683553
KO:K15014,"solute carrier family 29 (equilibrative nucleoside transporter), member 1/2/3",1426,-0.5150151,3.2564437825926224e-06
KO:K10802,high mobility group protein B1,1249,-0.5144348,0.004015709372489176
KO:K03616,Na+-translocating ferredoxin:NAD+ oxidoreductase subunit B [EC:7.2.1.2],6432,-0.5143442,4.595724272734872e-05
KO:K16073,magnesium transporter,907,-0.5140214,0.00016716866666115508
KO:K14966,host cell factor,1154,-0.51399946,0.0002164497474108211
KO:K12897,transformer-2 protein,833,-0.51391125,0.001958216049749488
KO:K16572,gamma-tubulin complex component 5,916,-0.5136857,0.001097405841937971
KO:K12736,peptidylprolyl isomerase domain and WD repeat-containing protein 1 [EC:5.2.1.8],2304,-0.5136838,0.03466460273356473
KO:K14638,"solute carrier family 15 (peptide/histidine transporter), member 3/4",848,-0.51350164,0.0023608781522158387
KO:K16474,intraflagellar transport protein 88,1485,-0.51302195,8.743269650224888e-06
KO:K14566,U3 small nucleolar RNA-associated protein 24,1279,-0.5127239,4.9948067443197196e-05
KO:K15356,GDP-mannose transporter,1422,-0.5124054,0.0020713704364088395
KO:K12198,charged multivesicular body protein 5,1429,-0.5122061,4.104418117756861e-05
KO:K04427,mitogen-activated protein kinase kinase kinase 7 [EC:2.7.11.25],973,-0.51213837,0.0038686408515151397
KO:K15447,tRNASer (uridine44-2'-O)-methyltransferase [EC:2.1.1.211],780,-0.5119586,8.913760566370109e-05
KO:K10875,DNA repair and recombination protein RAD54 and RAD54-like protein [EC:3.6.4.-],2086,-0.5116849,0.002425786104767118
KO:K13983,putative helicase MOV10L1 [EC:3.6.4.13],818,-0.5114703,0.0030843805117167318
KO:K06627,cyclin-A,1224,-0.5096388,0.00092356064607341
KO:K05979,2-phosphosulfolactate phosphatase [EC:3.1.3.71],6478,-0.5095873,0.00016344821307222123
KO:K08775,breast cancer 2 susceptibility protein,982,-0.50921154,0.014055694957939357
KO:K07937,ADP-ribosylation factor 1/2,2127,-0.507267,0.005556850995276529
KO:K08741,DNA mismatch repair protein MSH5,1452,-0.50715065,0.005247849251099482
KO:K03366,"meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.- 1.1.1.76 1.1.1.304]",6400,-0.50683117,0.0006571421378231593
KO:K13338,peroxin-1,1632,-0.5067854,0.0015664681099580018
KO:K19300,aminoglycoside 3'-phosphotransferase II [EC:2.7.1.95],2649,-0.5067568,0.000998820102045539
KO:K14315,nucleoporin NDC1,678,-0.50627947,0.001026382142689854
KO:K15541,protein MPE1,855,-0.5056915,2.1542534351717786e-05
KO:K10538,L-arabinose transport system permease protein,4472,-0.5049931,0.0003813334593258061
KO:K04706,E3 SUMO-protein ligase PIAS1 [EC:2.3.2.-],951,-0.5048094,6.9620939027834935e-06
KO:K08272,calcium binding protein 39,1362,-0.50455856,0.006018295356850244
KO:K06669,structural maintenance of chromosome 3 (chondroitin sulfate proteoglycan 6),2204,-0.50442076,0.0010036693894479518
KO:K03251,translation initiation factor 3 subunit D,1690,-0.50381565,4.7067218853312345e-07
KO:K05293,GPI-anchor transamidase subunit U,933,-0.50357676,0.007202507151038913
KO:K14109,energy-converting hydrogenase A subunit R,1600,-0.50289965,0.9029261995878235
KO:K12244,[Skp1-protein]-hydroxyproline N-acetylglucosaminyltransferase [EC:2.4.1.229],959,-0.5026159,0.000900764088850493
KO:K16121,lichenysin synthetase C,733,-0.50258446,0.07573333889072538
KO:K15165,"mediator of RNA polymerase II transcription subunit 13, fungi type",680,-0.5022621,0.008187546120414257
KO:K11128,H/ACA ribonucleoprotein complex subunit 1,1651,-0.50163937,0.010962112703386252
KO:K00390,phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10],6537,-0.5014682,2.9150014757802247e-07
KO:K08823,dual specificity protein kinase CLK2/3 [EC:2.7.12.1],792,-0.5012021,0.0004391398633947322
KO:K11701,helicase required for RNAi-mediated heterochromatin assembly 1 [EC:3.6.4.13],669,-0.5009718,0.0005578473942165649
KO:K01099,inositol polyphosphate 5-phosphatase INPP5B/F [EC:3.1.3.36],1702,-0.5009508,1.3621075325292414e-05
KO:K18577,mannosylglycoprotein endo-beta-mannosidase [EC:3.2.1.152],1665,-0.50073576,4.13170272977309e-05
KO:K16810,TBCC domain-containing protein 1,694,-0.50060225,0.0006317723731607214
KO:K15620,golgi phosphoprotein 3,769,-0.5002332,0.0008892908338506711
KO:K19783,DNA polymerase alpha-associated DNA helicase A [EC:3.6.4.12],1829,-0.50008774,0.002699059127538009
KO:K14546,U3 small nucleolar RNA-associated protein 5,1164,-0.49988317,2.09207319215822e-05
KO:K03280,"UDP-N-acetylglucosamine:(glucosyl)LPS alpha-1,2-N-acetylglucosaminyltransferase [EC:2.4.1.56]",844,-0.4991951,0.013352224051169375
KO:K09893,regulator of ribonuclease activity B,2148,-0.49857473,0.0004249902324579769
KO:K06880,erythromycin esterase [EC:3.1.1.-],5466,-0.4984163,0.0025262146470648645
KO:K06987,uncharacterized protein,6507,-0.4971366,0.0037427171087350748
KO:K17450,homoaconitase [EC:4.2.1.-],867,-0.49688005,1.4719288705629913e-05
KO:K10580,ubiquitin-conjugating enzyme E2 N [EC:2.3.2.23],1634,-0.49656057,0.006154054591733206
KO:K15339,holliday junction resolvase YEN1 [EC:3.1.-.-],659,-0.49610567,0.01678209951184185
KO:K15148,mediator of RNA polymerase II transcription subunit 7,859,-0.49610043,0.0001095868588783126
KO:K15927,oxygenase,708,-0.49593925,0.010220948126408077
KO:K02782,glucitol/sorbitol PTS system EIIB component [EC:2.7.1.198],1941,-0.49575043,0.010697703971079603
KO:K10578,ubiquitin-conjugating enzyme E2 J1 [EC:2.3.2.23],1274,-0.49555492,0.0017619779826882763
KO:K10847,DNA-repair protein complementing XP-A cells,864,-0.4955163,3.909492198561636e-05
KO:K14306,nuclear pore complex protein Nup62,2154,-0.49546146,0.06021372608315848
KO:K12323,atrial natriuretic peptide receptor A [EC:4.6.1.2],999,-0.4952364,0.04594367451475662
KO:K05288,GPI ethanolamine phosphate transferase 3 subunit O [EC:2.7.-.-],1758,-0.49415636,0.006184417346256961
KO:K11375,elongator complex protein 4,895,-0.4941435,0.00038755312503267465
KO:K06619,abelson tyrosine-protein kinase 1 [EC:2.7.10.2],679,-0.49380875,0.0015057263177467575
KO:K13830,pentafunctional AROM polypeptide [EC:4.2.3.4 4.2.1.10 1.1.1.25 2.7.1.71 2.5.1.19],2362,-0.49377036,0.014875513008089133
KO:K02847,O-antigen ligase [EC:2.4.1.-],5594,-0.49370432,0.172319335330141
KO:K17794,mitochondrial import inner membrane translocase subunit TIM23,1116,-0.4935379,0.006351375263698152
KO:K03577,"TetR/AcrR family transcriptional regulator, acrAB operon repressor",5866,-0.49343824,0.05480128335539053
KO:K03229,type III secretion protein U,4421,-0.49316296,0.00020223699049411395
KO:K19760,dynein assembly factor with WDR repeat domains 1,1840,-0.49238968,2.4943419178380037e-05
KO:K06699,proteasome activator subunit 4,1768,-0.4922142,0.003368454194359265
KO:K18041,protein tyrosine phosphatase type IVA [EC:3.1.3.48],815,-0.4919896,0.0009040672720857674
KO:K18798,peroxisome-assembly ATPase [EC:3.6.4.7],1734,-0.49158382,0.05538429974526417
KO:K03879,NADH-ubiquinone oxidoreductase chain 2 [EC:7.1.1.2],3357,-0.49141645,0.02439097984282646
KO:K10595,E3 ubiquitin-protein ligase HERC2 [EC:2.3.2.26],1419,-0.49111843,0.0019447574496850026
KO:K08017,advillin,1083,-0.4906664,0.0018084814661347838
KO:K12301,"MFS transporter, ACS family, solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 5",737,-0.49064493,0.0014634301016256044
KO:K19030,"6-phosphofructo-2-kinase / fructose-2,6-biphosphatase 4 [EC:2.7.1.105 3.1.3.46]",1045,-0.49050522,0.004743602728949632
KO:K14548,U3 small nucleolar RNA-associated protein 4,1435,-0.4903593,0.0014105392238561486
KO:K11430,[histone H3]-lysine27 N-trimethyltransferase EZH2 [EC:2.1.1.356],1518,-0.48931694,0.007254101189523163
KO:K19307,25S rRNA (uracil2634-N3)-methyltransferase [EC:2.1.1.313],1110,-0.48926926,0.009477662202806655
KO:K13291,terminal uridylyltransferase [EC:2.7.7.52],1034,-0.48923922,0.00031403506847121963
KO:K14454,"aspartate aminotransferase, cytoplasmic [EC:2.6.1.1]",1755,-0.4890604,0.0005660010922009512
KO:K02938,large subunit ribosomal protein L8e,2043,-0.48894215,0.00027766522661171335
KO:K11188,peroxiredoxin 6 [EC:1.11.1.7 1.11.1.27 3.1.1.-],737,-0.4887476,0.11342176560642256
KO:K15025,probable RNA-binding protein EIF1AD,811,-0.4886937,0.0008136936042760012
KO:K13303,serum/glucocorticoid-regulated kinase 2 [EC:2.7.11.1],2500,-0.48854923,0.00016178297815499918
KO:K02210,DNA replication licensing factor MCM7 [EC:3.6.4.12],2346,-0.48794174,6.72364817525443e-05
KO:K14830,protein MAK11,1259,-0.487576,5.8978418768390404e-05
KO:K00174,2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11],6531,-0.4874773,0.0003134179346802014
KO:K02206,cyclin-dependent kinase 2 [EC:2.7.11.22],1697,-0.4873476,0.002781705732057818
KO:K07726,putative transcriptional regulator,6383,-0.4870615,1.6000021960826908e-05
KO:K09391,transcription factor E2F7/8,709,-0.48697853,0.016465468129203065
KO:K03351,anaphase-promoting complex subunit 4,908,-0.48690653,0.00040573780244167884
KO:K12531,"ATP-binding cassette, subfamily B, bacterial RtxE",913,-0.4868374,0.009085900479995145
KO:K01239,purine nucleosidase [EC:3.2.2.1],6511,-0.48672628,3.935391156349287e-06
KO:K14171,alkyl hydroperoxide reductase 1 [EC:1.11.1.24],720,-0.48666048,0.047466636864642274
KO:K08856,serine/threonine kinase 16 [EC:2.7.11.1],1170,-0.48660183,0.0011281497396063269
KO:K09138,uncharacterized protein,3537,-0.48633385,0.6077807619760758
KO:K14850,ribosomal RNA-processing protein 8 [EC:2.1.1.287],2197,-0.48626947,0.002086823209119435
KO:K03241,translation initiation factor eIF-2B subunit gamma,1432,-0.48625612,4.865361757918061e-05
KO:K12401,AP-4 complex subunit beta-1,916,-0.48621464,0.0016394644801026258
KO:K13210,far upstream element-binding protein,1643,-0.4853654,0.00044996731474379186
KO:K00956,sulfate adenylyltransferase subunit 1 [EC:2.7.7.4],6504,-0.48509645,0.00044338447380617155
KO:K11643,chromodomain-helicase-DNA-binding protein 4 [EC:3.6.4.12],1199,-0.48504162,0.0006413276511564606
KO:K01597,diphosphomevalonate decarboxylase [EC:4.1.1.33],6110,-0.48488283,0.0029067836919929564
KO:K06116,glycerol-1-phosphatase [EC:3.1.3.21],755,-0.4840126,0.0027585195035131566
KO:K03515,DNA repair protein REV1 [EC:2.7.7.-],1753,-0.4839182,0.013480099237985328
KO:K17246,putative chitobiose transport system permease protein,5130,-0.48370588,0.04337310483577012
KO:K05869,calcium/calmodulin-dependent protein kinase IV [EC:2.7.11.17],701,-0.48360062,1.241595557921762e-05
KO:K01930,folylpolyglutamate synthase [EC:6.3.2.17],1800,-0.48355198,0.001945875747488407
KO:K13577,"solute carrier family 25 (mitochondrial dicarboxylate transporter), member 10",828,-0.48262453,0.0001930365175680693
KO:K06979,macrolide phosphotransferase,1138,-0.48219204,0.024782148429716357
KO:K01684,galactonate dehydratase [EC:4.2.1.6],6499,-0.48128414,0.002004847347664495
KO:K12385,Niemann-Pick C1 protein,2056,-0.481225,0.006554371507476264
KO:K13652,AraC family transcriptional regulator,6139,-0.48121738,3.346074844111695e-05
KO:K09583,protein disulfide-isomerase A5 [EC:5.3.4.1],709,-0.48108292,0.053292547783778545
KO:K12882,nuclear cap-binding protein subunit 1,1303,-0.4805889,0.004039618630898958
KO:K18328,lariat debranching enzyme [EC:3.1.-.-],1723,-0.48045158,2.487693608152633e-06
KO:K15172,transcription elongation factor SPT5,2262,-0.48011875,1.8884588581521727e-06
KO:K08876,SCY1-like protein 1,1558,-0.47970915,4.023586415468166e-05
KO:K16369,phosphatidylethanolamine N-methyltransferase [EC:2.1.1.17],977,-0.4796939,0.00010799058030661362
KO:K02352,lactonase [EC:3.1.1.-],1678,-0.47966146,0.008796141139168823
KO:K09595,minor histocompatibility antigen H13 [EC:3.4.23.-],1723,-0.4796381,9.286208981123532e-05
KO:K00237,succinate dehydrogenase (ubiquinone) membrane anchor subunit,813,-0.47962475,0.005441598249593345
KO:K11344,chromatin modification-related protein EAF6,688,-0.4790759,0.0009463153304895321
KO:K15175,parafibromin,1322,-0.47870398,6.096983523667115e-05
KO:K03008,DNA-directed RNA polymerase II subunit RPB11,1449,-0.47852087,0.02679710674152714
KO:K05594,ElaB protein,1362,-0.4779601,0.00393622715297074
KO:K04437,filamin,861,-0.4779048,0.0015988446233394069
KO:K09906,elongation factor P hydroxylase [EC:1.14.-.-],2226,-0.4778571,0.034737682444473846
KO:K11360,transcriptional activator SPT8,1394,-0.47734308,0.00179701092898922
KO:K04911,potassium voltage-gated channel Eag-related subfamily H member 8,1326,-0.47729874,0.015899823143247043
KO:K00550,phosphatidyl-N-methylethanolamine N-methyltransferase [EC:2.1.1.71],1226,-0.4770136,0.00031880436016633556
KO:K03195,type IV secretion system protein VirB10,6093,-0.4767158,0.013673941211606202
KO:K03355,anaphase-promoting complex subunit 8,2033,-0.47660255,8.882910571227912e-06
KO:K00721,dolichol-phosphate mannosyltransferase [EC:2.4.1.83],6537,-0.47639656,4.4777589963594715e-07
KO:K04651,hydrogenase nickel incorporation protein HypA/HybF,6263,-0.47615194,5.712816602326846e-06
KO:K03716,spore photoproduct lyase [EC:4.1.99.14],5821,-0.47580576,3.0859171506253027e-06
KO:K03814,monofunctional glycosyltransferase [EC:2.4.1.129],6509,-0.4752679,0.0005885367968526911
KO:K10678,nitroreductase [EC:1.-.-.-],5915,-0.47522545,0.00013552427663757308
KO:K17290,oxidoreductase [EC:1.1.1.-],1321,-0.47512674,0.001568301810392459
KO:K13123,G patch domain-containing protein 1,1387,-0.47506428,0.0003211092157988583
KO:K11262,acetyl-CoA carboxylase / biotin carboxylase 1 [EC:6.4.1.2 6.3.4.14 2.1.3.15],2595,-0.4747491,0.026773703479264867
KO:K05656,"ATP-binding cassette, subfamily B (MDR/TAP), member 9",1128,-0.4746809,0.024240310155807823
KO:K05292,GPI-anchor transamidase subunit T,1168,-0.47345304,0.000755687099750665
KO:K07008,gamma-glutamyl hercynylcysteine S-oxide hydrolase [EC:3.5.1.118],6503,-0.4729185,0.00044910354028704374
KO:K11378,histone acetyltransferase SAS3 [EC:2.3.1.48],661,-0.47284746,4.677142283457068e-05
KO:K09458,3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179],6537,-0.47245216,1.6836075289838102e-09
KO:K04536,guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1,1354,-0.47213078,0.00024527196298502975
KO:K03165,DNA topoisomerase III [EC:5.6.2.1],2373,-0.47164345,0.012225175771324016
KO:K15271,ATP-dependent DNA helicase HFM1/MER3 [EC:3.6.4.12],1733,-0.4715786,0.0024408890391390504
KO:K02473,UDP-N-acetylglucosamine/UDP-N-acetylgalactosamine 4-epimerase [EC:5.1.3.7 5.1.3.-],6415,-0.4714055,0.002072555374157123
KO:K17560,unconventional prefoldin RPB5 interactor 1,2393,-0.4712813,0.00023596831533442098
KO:K13243,c-di-GMP-specific phosphodiesterase [EC:3.1.4.52],1385,-0.4710884,0.053523998847529744
KO:K03591,cell division protein FtsN,1954,-0.4710641,0.00024025734996855434
KO:K14312,nuclear pore complex protein Nup155,1672,-0.47085953,0.003284435760213376
KO:K04456,RAC serine/threonine-protein kinase [EC:2.7.11.1],1158,-0.47073746,2.184737632927632e-06
KO:K11491,condensin-2 complex subunit D3,694,-0.47027493,0.004152167884828997
KO:K03832,periplasmic protein TonB,6538,-0.46970558,4.402221566905725e-06
KO:K17500,integrin-linked kinase-associated serine/threonine phosphatase 2C [EC:3.1.3.16],795,-0.46953106,0.0034186762037425513
KO:K11099,small nuclear ribonucleoprotein G,1026,-0.46949434,0.0012157600229958073
KO:K11713,geranylgeranyl transferase type-1 subunit beta [EC:2.5.1.59],1059,-0.46934175,0.008366463017203484
KO:K04424,sterile alpha motif and leucine zipper containing kinase AZK [EC:2.7.11.25],1036,-0.46920443,0.040074966741450085
KO:K18081,myotubularin-related protein 1/2 [EC:3.1.3.64 3.1.3.95],1237,-0.46884727,3.990629033210395e-06
KO:K14294,partner of Y14 and mago,655,-0.46787977,0.003526945867998075
KO:K07955,ADP-ribosylation factor-like protein 8,1140,-0.46730614,0.005220292742958683
KO:K13281,UV DNA damage endonuclease [EC:3.-.-.-],5539,-0.46725702,0.08454648637394574
KO:K14309,nuclear pore complex protein Nup93,1174,-0.46709776,0.0004537282844278172
KO:K04910,potassium voltage-gated channel Eag-related subfamily H member 7,791,-0.46655893,0.004392892241574728
KO:K12346,metal iron transporter,671,-0.46637678,0.006065343698328445
KO:K11412,NAD+-dependent protein deacetylase sirtuin 2 [EC:2.3.1.286],1208,-0.46612978,0.0014463094047181884
KO:K04534,guanine nucleotide-binding protein G(o) subunit alpha,688,-0.46489906,0.004827461259282252
KO:K17804,mitochondrial import inner membrane translocase subunit TIM44,1321,-0.46459293,0.01595933339226398
KO:K17679,"ATP-dependent RNA helicase MSS116, mitochondrial [EC:3.6.4.13]",2089,-0.4645834,0.006071641779822307
KO:K09580,protein disulfide-isomerase A1 [EC:5.3.4.1],2516,-0.4639206,0.003099760729969004
KO:K13580,magnesium chelatase subunit ChlD-like protein,1257,-0.46384668,0.01839603342252107
KO:K04382,serine/threonine-protein phosphatase 2A catalytic subunit [EC:3.1.3.16],2274,-0.46366596,0.007064122398355968
KO:K00142,acyl-CoA synthetase [EC:6.2.1.-],678,-0.46342564,0.1531487245186144
KO:K13026,ATP-dependent RNA helicase DHX57 [EC:3.6.4.13],1823,-0.46336603,0.0049807397033148956
KO:K07503,endonuclease [EC:3.1.-.-],6087,-0.4631276,0.8524332378226649
KO:K10661,E3 ubiquitin-protein ligase MARCH6 [EC:2.3.2.27],1449,-0.462677,0.05316665450841766
KO:K19603,mitogen-activated protein kinase 15 [EC:2.7.11.24],1681,-0.46197987,0.024880785420057214
KO:K01649,2-isopropylmalate synthase [EC:2.3.3.13],6539,-0.4618206,5.157578323618762e-15
KO:K03590,cell division protein FtsA,6538,-0.46171284,3.3464511762445757e-09
KO:K12831,splicing factor 3B subunit 4,2324,-0.46154928,0.00043214970418339253
KO:K11664,vacuolar protein sorting-associated protein 72,1213,-0.46145296,0.00012779156395257858
KO:K05906,prenylcysteine oxidase / farnesylcysteine lyase [EC:1.8.3.5 1.8.3.6],1219,-0.4614339,0.0036403088175926443
KO:K18732,SAP domain-containing ribonucleoprotein,1039,-0.46141768,0.009122145827765465
KO:K03131,transcription initiation factor TFIID subunit 6,1328,-0.4612937,0.003225342538146792
KO:K12822,RNA-binding protein 25,1806,-0.46077824,0.059404543289961045
KO:K13908,mucin-5B,820,-0.46026373,0.017682593550673163
KO:K09698,nondiscriminating glutamyl-tRNA synthetase [EC:6.1.1.24],6055,-0.46012592,1.4290509496493432e-08
KO:K00025,malate dehydrogenase [EC:1.1.1.37],1349,-0.45996904,0.0007914733530933026
KO:K12823,ATP-dependent RNA helicase DDX5/DBP2 [EC:3.6.4.13],2567,-0.4598136,0.008831352606522095
KO:K10559,rhamnose transport system substrate-binding protein,6308,-0.4597869,0.007671161603276052
KO:K03412,"two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44]",6531,-0.4597578,0.019108351447705025
KO:K09571,FK506-binding protein 4/5 [EC:5.2.1.8],1387,-0.45912123,0.007320923622869963
KO:K07991,archaeal preflagellin peptidase FlaK [EC:3.4.23.52],2277,-0.45888567,0.9551719403129093
KO:K02464,general secretion pathway protein O [EC:3.4.23.43 2.1.1.-],1465,-0.45852232,0.0021423551612309816
KO:K17935,sorting nexin-29,1034,-0.457829,0.0009308997049285588
KO:K07565,60S ribosome subunit biogenesis protein NIP7,2045,-0.45742345,0.05933560661733333
KO:K14262,di- and tripeptidase [EC:3.4.-.-],1066,-0.45703888,0.007851850928816547
KO:K00637,sterol O-acyltransferase [EC:2.3.1.26],1026,-0.45694637,0.06835316566281663
KO:K09597,signal peptide peptidase-like 2B [EC:3.4.23.-],822,-0.4567771,0.007955657674286526
KO:K00647,3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41],6444,-0.455626,0.00021156370995565815
KO:K15109,"solute carrier family 25 (mitochondrial carnitine/acylcarnitine transporter), member 20/29",2603,-0.45556545,0.002642252154504797
KO:K16126,Syringomycin synthetase protein SyrB1,698,-0.45522976,0.00793559990090339
KO:K12586,exosome complex component RRP43,1367,-0.4541402,0.002272934721427572
KO:K02625,"MFS transporter, MHS family, dicarboxylic acid transporter PcaT",1294,-0.45386744,0.042802171992037494
KO:K14836,nucleolar protein 8,1674,-0.45357108,0.004226502163951758
KO:K03146,cysteine-dependent adenosine diphosphate thiazole synthase [EC:2.4.2.60],4137,-0.45337486,0.0018636222361876726
KO:K07114,Ca-activated chloride channel homolog,6537,-0.4531212,0.008060691773543995
KO:K18247,Delta11-fatty-acid desaturase [EC:1.14.19.5],765,-0.45309067,0.08098574067987158
KO:K06672,cohesin loading factor subunit SCC2,1696,-0.45278835,0.001997960192344363
KO:K01244,5'-methylthioadenosine nucleosidase [EC:3.2.2.16],1929,-0.45263147,0.0031707149048930275
KO:K01918,pantoate--beta-alanine ligase [EC:6.3.2.1],6535,-0.45262194,5.18993677722023e-08
KO:K00284,glutamate synthase (ferredoxin) [EC:1.4.7.1],6506,-0.45244694,0.0010103727516770904
KO:K01777,proline racemase [EC:5.1.1.4],6198,-0.45219088,0.0008588284387196337
KO:K03872,elongin-C,820,-0.45119286,0.010723887246499213
KO:K09539,DnaJ homolog subfamily C member 19,1010,-0.4508953,0.0014964750194150886
KO:K15544,RNA polymerase II subunit A C-terminal domain phosphatase SSU72 [EC:3.1.3.16],1031,-0.45054007,0.011183244626892963
KO:K18831,HTH-type transcriptional regulator / antitoxin HigA,6421,-0.45051003,0.0001930365175680693
KO:K08497,protein transport protein SEC20,944,-0.45050812,0.00891548501812161
KO:K08873,serine/threonine-protein kinase SMG1 [EC:2.7.11.1],878,-0.45038414,0.002010603279943443
KO:K14437,chromodomain-helicase-DNA-binding protein 7 [EC:3.6.4.12],2015,-0.45021677,0.004425927171315271
KO:K14420,beta-subunit of trans-3-chloroacrylic acid dehalogenase [EC:3.8.1.-],794,-0.4497013,0.02490275086479011
KO:K17241,"alpha-1,4-digalacturonate transport system substrate-binding protein",5089,-0.44932503,0.024047777998082696
KO:K10260,F-box and WD-40 domain protein 7,1857,-0.44919062,0.002310624756554188
KO:K05666,"ATP-binding cassette, subfamily C (CFTR/MRP), member 2",1383,-0.44880104,0.0006546857643610916
KO:K09823,"Fur family transcriptional regulator, zinc uptake regulator",6362,-0.44876766,0.6698390982878044
KO:K18967,diguanylate cyclase [EC:2.7.7.65],5164,-0.4486673,0.00034932864156723655
KO:K12842,U2-associated protein SR140,1493,-0.4468279,0.003712328477236648
KO:K11420,[histone H3]-lysine9 N-trimethyltransferase EHMT [EC:2.1.1.355],883,-0.44681168,0.004070235465916977
KO:K01942,biotin---protein ligase [EC:6.3.4.9 6.3.4.10 6.3.4.11 6.3.4.15],1863,-0.44634867,0.16015089269282812
KO:K00894,ethanolamine kinase [EC:2.7.1.82],1409,-0.44608307,0.07033838460777211
KO:K00416,ubiquinol-cytochrome c reductase subunit 6,1115,-0.44603395,0.0009515061975580119
KO:K07244,mgtE-like transporter,4191,-0.44589758,0.2184879415957104
KO:K09651,rhomboid domain-containing protein 1 [EC:3.4.21.-],704,-0.4458003,0.021643537959877127
KO:K11121,NAD+-dependent protein deacetylase SIR2 [EC:2.3.1.286],1723,-0.4455781,0.002025639750523988
KO:K16571,gamma-tubulin complex component 4,839,-0.44514847,0.03541621114731344
KO:K01531,P-type Mg2+ transporter [EC:7.2.2.14],5701,-0.44511223,0.00029894298777063857
KO:K17095,annexin A7/11,2394,-0.44506598,0.0003352691609108758
KO:K17053,tRNAThr (cytosine32-N3)-methyltransferase [EC:2.1.1.268],2674,-0.4450593,0.028111782625135646
KO:K17497,phosphomannomutase [EC:5.4.2.8],2660,-0.44396448,0.0003481929727946281
KO:K01230,"mannosyl-oligosaccharide alpha-1,2-mannosidase [EC:3.2.1.113]",3470,-0.44360018,0.3564046080052643
KO:K00415,ubiquinol-cytochrome c reductase core subunit 2,695,-0.44359446,0.00012638330378686604
KO:K11849,ubiquitin carboxyl-terminal hydrolase 25 [EC:3.4.19.12],1096,-0.4435382,0.0009400065638033023
KO:K08492,syntaxin 18,704,-0.44338465,0.005033688854060673
KO:K15283,"solute carrier family 35, member E1",1574,-0.44270325,0.0022383511394296544
KO:K08766,carnitine O-palmitoyltransferase 2 [EC:2.3.1.21],720,-0.4425993,0.0032970967854084572
KO:K03936,NADH dehydrogenase (ubiquinone) Fe-S protein 3 [EC:7.1.1.2],2534,-0.44182062,0.046278505506073146
KO:K05661,"ATP-binding cassette, subfamily B (MDR/TAP), member 6",1224,-0.4413147,0.028665416700588326
KO:K10739,replication factor A2,1134,-0.44064856,0.028789713779596583
KO:K09496,T-complex protein 1 subunit delta,2336,-0.44050884,0.0002940651431110612
KO:K09251,putrescine aminotransferase [EC:2.6.1.82],6046,-0.44037437,0.026750317869328754
KO:K19485,zinc finger protein PLAGL1,919,-0.44021416,0.007655627000358649
KO:K04027,ethanolamine utilization protein EutM,6166,-0.43992805,6.248249204395882e-05
KO:K04652,hydrogenase nickel incorporation protein HypB,6343,-0.43980122,4.202877227071509e-07
KO:K00236,succinate dehydrogenase (ubiquinone) cytochrome b560 subunit,966,-0.43975496,0.000926941216600833
KO:K02960,small subunit ribosomal protein S16e,1702,-0.43952656,0.006308852148684812
KO:K09668,glycosyltransferase-like protein LARGE [EC:2.4.2.- 2.4.1.-],907,-0.43947983,0.0016480855961759826
KO:K14864,tRNA (cytidine32/guanosine34-2'-O)-methyltransferase [EC:2.1.1.205],1548,-0.43835783,0.001130182177520575
KO:K14679,tRNA ligase [EC:6.5.1.3],738,-0.43810272,8.179354863190471e-06
KO:K08336,ubiquitin-like protein ATG12,669,-0.43676376,0.029558019602797834
KO:K19170,DNA sulfur modification protein DndC,5761,-0.43603253,0.28136862239597527
KO:K01737,6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50],6537,-0.4356432,0.0022975640104826917
KO:K13120,protein FAM32A,819,-0.43523884,0.18763621684627751
KO:K02537,mitotic spindle assembly checkpoint protein MAD2,1170,-0.435081,0.0002683652406881507
KO:K17243,"alpha-1,4-digalacturonate transport system permease protein",5540,-0.43502593,0.015358539119913766
KO:K02125,F-type H+-transporting ATPase subunit 8,942,-0.43497562,0.002764685174065828
KO:K03063,26S proteasome regulatory subunit T3,2063,-0.43478012,0.00011027777041762587
KO:K18163,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 6,1301,-0.43453598,0.03832400592845699
KO:K03521,electron transfer flavoprotein beta subunit,6537,-0.43451786,5.157670630477222e-07
KO:K08582,calpain-15 [EC:3.4.22.-],1579,-0.43442535,0.00037666904279948975
KO:K00902,dolichol kinase [EC:2.7.1.108],805,-0.4341526,0.001994524763594865
KO:K06270,protein phosphatase 1 regulatory subunit 12A,728,-0.4340849,0.0029278512260942544
