,0,1,2,3,4,cluster
1421,ko00001,09180 Brite Hierarchies,09181 Protein families: metabolism,01009 Protein phosphatases and associated proteins [BR:ko01009],K04354  PPP2R2; serine/threonine-protein phosphatase 2A regulatory subunit B,Cluster_2
1422,ko00001,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03019 Messenger RNA biogenesis [BR:ko03019],K04354  PPP2R2; serine/threonine-protein phosphatase 2A regulatory subunit B,Cluster_2
1423,ko00001,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],K04354  PPP2R2; serine/threonine-protein phosphatase 2A regulatory subunit B,Cluster_2
1424,ko00001,09130 Environmental Information Processing,09132 Signal transduction,04010 MAPK signaling pathway [PATH:ko04010],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1425,ko00001,09130 Environmental Information Processing,09132 Signal transduction,04013 MAPK signaling pathway - fly [PATH:ko04013],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1426,ko00001,09130 Environmental Information Processing,09132 Signal transduction,04011 MAPK signaling pathway - yeast [PATH:ko04011],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1427,ko00001,09130 Environmental Information Processing,09132 Signal transduction,04012 ErbB signaling pathway [PATH:ko04012],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1428,ko00001,09130 Environmental Information Processing,09132 Signal transduction,04014 Ras signaling pathway [PATH:ko04014],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1429,ko00001,09130 Environmental Information Processing,09132 Signal transduction,04015 Rap1 signaling pathway [PATH:ko04015],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1430,ko00001,09130 Environmental Information Processing,09132 Signal transduction,04350 TGF-beta signaling pathway [PATH:ko04350],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1431,ko00001,09130 Environmental Information Processing,09132 Signal transduction,04370 VEGF signaling pathway [PATH:ko04370],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1432,ko00001,09130 Environmental Information Processing,09132 Signal transduction,04371 Apelin signaling pathway [PATH:ko04371],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1433,ko00001,09130 Environmental Information Processing,09132 Signal transduction,04668 TNF signaling pathway [PATH:ko04668],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1434,ko00001,09130 Environmental Information Processing,09132 Signal transduction,04066 HIF-1 signaling pathway [PATH:ko04066],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1435,ko00001,09130 Environmental Information Processing,09132 Signal transduction,04068 FoxO signaling pathway [PATH:ko04068],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1436,ko00001,09130 Environmental Information Processing,09132 Signal transduction,04072 Phospholipase D signaling pathway [PATH:ko04072],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1437,ko00001,09130 Environmental Information Processing,09132 Signal transduction,04071 Sphingolipid signaling pathway [PATH:ko04071],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1438,ko00001,09130 Environmental Information Processing,09132 Signal transduction,04024 cAMP signaling pathway [PATH:ko04024],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1439,ko00001,09130 Environmental Information Processing,09132 Signal transduction,04022 cGMP-PKG signaling pathway [PATH:ko04022],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1440,ko00001,09130 Environmental Information Processing,09132 Signal transduction,04151 PI3K-Akt signaling pathway [PATH:ko04151],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1441,ko00001,09130 Environmental Information Processing,09132 Signal transduction,04150 mTOR signaling pathway [PATH:ko04150],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1442,ko00001,09140 Cellular Processes,09141 Transport and catabolism,04140 Autophagy - animal [PATH:ko04140],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1443,ko00001,09140 Cellular Processes,09143 Cell growth and death,04111 Cell cycle - yeast [PATH:ko04111],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1444,ko00001,09140 Cellular Processes,09143 Cell growth and death,04114 Oocyte meiosis [PATH:ko04114],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1445,ko00001,09140 Cellular Processes,09143 Cell growth and death,04210 Apoptosis [PATH:ko04210],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1446,ko00001,09140 Cellular Processes,09143 Cell growth and death,04214 Apoptosis - fly [PATH:ko04214],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1447,ko00001,09140 Cellular Processes,09143 Cell growth and death,04218 Cellular senescence [PATH:ko04218],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1448,ko00001,09140 Cellular Processes,09144 Cellular community - eukaryotes,04510 Focal adhesion [PATH:ko04510],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1449,ko00001,09140 Cellular Processes,09144 Cellular community - eukaryotes,04520 Adherens junction [PATH:ko04520],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1450,ko00001,09140 Cellular Processes,09144 Cellular community - eukaryotes,04540 Gap junction [PATH:ko04540],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1451,ko00001,09140 Cellular Processes,09144 Cellular community - eukaryotes,04550 Signaling pathways regulating pluripotency of stem cells [PATH:ko04550],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1452,ko00001,09140 Cellular Processes,09142 Cell motility,04810 Regulation of actin cytoskeleton [PATH:ko04810],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1453,ko00001,09150 Organismal Systems,09151 Immune system,04611 Platelet activation [PATH:ko04611],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1454,ko00001,09150 Organismal Systems,09151 Immune system,04613 Neutrophil extracellular trap formation [PATH:ko04613],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1455,ko00001,09150 Organismal Systems,09151 Immune system,04620 Toll-like receptor signaling pathway [PATH:ko04620],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1456,ko00001,09150 Organismal Systems,09151 Immune system,04621 NOD-like receptor signaling pathway [PATH:ko04621],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1457,ko00001,09150 Organismal Systems,09151 Immune system,04625 C-type lectin receptor signaling pathway [PATH:ko04625],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1458,ko00001,09150 Organismal Systems,09151 Immune system,04650 Natural killer cell mediated cytotoxicity [PATH:ko04650],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1459,ko00001,09150 Organismal Systems,09151 Immune system,04660 T cell receptor signaling pathway [PATH:ko04660],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1460,ko00001,09150 Organismal Systems,09151 Immune system,04658 Th1 and Th2 cell differentiation [PATH:ko04658],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1461,ko00001,09150 Organismal Systems,09151 Immune system,04659 Th17 cell differentiation [PATH:ko04659],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1462,ko00001,09150 Organismal Systems,09151 Immune system,04657 IL-17 signaling pathway [PATH:ko04657],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1463,ko00001,09150 Organismal Systems,09151 Immune system,04662 B cell receptor signaling pathway [PATH:ko04662],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1464,ko00001,09150 Organismal Systems,09151 Immune system,04664 Fc epsilon RI signaling pathway [PATH:ko04664],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1465,ko00001,09150 Organismal Systems,09151 Immune system,04666 Fc gamma R-mediated phagocytosis [PATH:ko04666],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1466,ko00001,09150 Organismal Systems,09151 Immune system,04062 Chemokine signaling pathway [PATH:ko04062],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1467,ko00001,09150 Organismal Systems,09152 Endocrine system,04910 Insulin signaling pathway [PATH:ko04910],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1468,ko00001,09150 Organismal Systems,09152 Endocrine system,04929 GnRH secretion [PATH:ko04929],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1469,ko00001,09150 Organismal Systems,09152 Endocrine system,04912 GnRH signaling pathway [PATH:ko04912],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1470,ko00001,09150 Organismal Systems,09152 Endocrine system,04915 Estrogen signaling pathway [PATH:ko04915],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1471,ko00001,09150 Organismal Systems,09152 Endocrine system,04914 Progesterone-mediated oocyte maturation [PATH:ko04914],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1472,ko00001,09150 Organismal Systems,09152 Endocrine system,04917 Prolactin signaling pathway [PATH:ko04917],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1473,ko00001,09150 Organismal Systems,09152 Endocrine system,04921 Oxytocin signaling pathway [PATH:ko04921],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1474,ko00001,09150 Organismal Systems,09152 Endocrine system,04926 Relaxin signaling pathway [PATH:ko04926],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1475,ko00001,09150 Organismal Systems,09152 Endocrine system,"04935 Growth hormone synthesis, secretion and action [PATH:ko04935]","K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1476,ko00001,09150 Organismal Systems,09152 Endocrine system,04919 Thyroid hormone signaling pathway [PATH:ko04919],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1477,ko00001,09150 Organismal Systems,09152 Endocrine system,"04928 Parathyroid hormone synthesis, secretion and action [PATH:ko04928]","K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1478,ko00001,09150 Organismal Systems,09152 Endocrine system,04916 Melanogenesis [PATH:ko04916],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1479,ko00001,09150 Organismal Systems,09153 Circulatory system,04261 Adrenergic signaling in cardiomyocytes [PATH:ko04261],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1480,ko00001,09150 Organismal Systems,09153 Circulatory system,04270 Vascular smooth muscle contraction [PATH:ko04270],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1481,ko00001,09150 Organismal Systems,09155 Excretory system,04960 Aldosterone-regulated sodium reabsorption [PATH:ko04960],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1482,ko00001,09150 Organismal Systems,09156 Nervous system,04724 Glutamatergic synapse [PATH:ko04724],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1483,ko00001,09150 Organismal Systems,09156 Nervous system,04725 Cholinergic synapse [PATH:ko04725],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1484,ko00001,09150 Organismal Systems,09156 Nervous system,04726 Serotonergic synapse [PATH:ko04726],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1485,ko00001,09150 Organismal Systems,09156 Nervous system,04720 Long-term potentiation [PATH:ko04720],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1486,ko00001,09150 Organismal Systems,09156 Nervous system,04730 Long-term depression [PATH:ko04730],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1487,ko00001,09150 Organismal Systems,09156 Nervous system,04723 Retrograde endocannabinoid signaling [PATH:ko04723],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1488,ko00001,09150 Organismal Systems,09156 Nervous system,04722 Neurotrophin signaling pathway [PATH:ko04722],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1489,ko00001,09150 Organismal Systems,09158 Development and regeneration,04320 Dorso-ventral axis formation [PATH:ko04320],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1490,ko00001,09150 Organismal Systems,09158 Development and regeneration,04360 Axon guidance [PATH:ko04360],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1491,ko00001,09150 Organismal Systems,09158 Development and regeneration,04380 Osteoclast differentiation [PATH:ko04380],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1492,ko00001,09150 Organismal Systems,09159 Environmental adaptation,04713 Circadian entrainment [PATH:ko04713],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1493,ko00001,09160 Human Diseases,09161 Cancer: overview,05200 Pathways in cancer [PATH:ko05200],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1494,ko00001,09160 Human Diseases,09161 Cancer: overview,05206 MicroRNAs in cancer [PATH:ko05206],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1495,ko00001,09160 Human Diseases,09161 Cancer: overview,05205 Proteoglycans in cancer [PATH:ko05205],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1496,ko00001,09160 Human Diseases,09161 Cancer: overview,05207 Chemical carcinogenesis - receptor activation [PATH:ko05207],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1497,ko00001,09160 Human Diseases,09161 Cancer: overview,05208 Chemical carcinogenesis - reactive oxygen species [PATH:ko05208],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1498,ko00001,09160 Human Diseases,09161 Cancer: overview,05203 Viral carcinogenesis [PATH:ko05203],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1499,ko00001,09160 Human Diseases,09161 Cancer: overview,05230 Central carbon metabolism in cancer [PATH:ko05230],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1500,ko00001,09160 Human Diseases,09161 Cancer: overview,05231 Choline metabolism in cancer [PATH:ko05231],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1501,ko00001,09160 Human Diseases,09161 Cancer: overview,05235 PD-L1 expression and PD-1 checkpoint pathway in cancer [PATH:ko05235],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1502,ko00001,09160 Human Diseases,09162 Cancer: specific types,05210 Colorectal cancer [PATH:ko05210],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1503,ko00001,09160 Human Diseases,09162 Cancer: specific types,05212 Pancreatic cancer [PATH:ko05212],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1504,ko00001,09160 Human Diseases,09162 Cancer: specific types,05225 Hepatocellular carcinoma [PATH:ko05225],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1505,ko00001,09160 Human Diseases,09162 Cancer: specific types,05226 Gastric cancer [PATH:ko05226],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1506,ko00001,09160 Human Diseases,09162 Cancer: specific types,05214 Glioma [PATH:ko05214],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1507,ko00001,09160 Human Diseases,09162 Cancer: specific types,05216 Thyroid cancer [PATH:ko05216],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1508,ko00001,09160 Human Diseases,09162 Cancer: specific types,05221 Acute myeloid leukemia [PATH:ko05221],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1509,ko00001,09160 Human Diseases,09162 Cancer: specific types,05220 Chronic myeloid leukemia [PATH:ko05220],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1510,ko00001,09160 Human Diseases,09162 Cancer: specific types,05218 Melanoma [PATH:ko05218],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1511,ko00001,09160 Human Diseases,09162 Cancer: specific types,05211 Renal cell carcinoma [PATH:ko05211],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1512,ko00001,09160 Human Diseases,09162 Cancer: specific types,05219 Bladder cancer [PATH:ko05219],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1513,ko00001,09160 Human Diseases,09162 Cancer: specific types,05215 Prostate cancer [PATH:ko05215],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1514,ko00001,09160 Human Diseases,09162 Cancer: specific types,05213 Endometrial cancer [PATH:ko05213],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1515,ko00001,09160 Human Diseases,09162 Cancer: specific types,05224 Breast cancer [PATH:ko05224],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1516,ko00001,09160 Human Diseases,09162 Cancer: specific types,05223 Non-small cell lung cancer [PATH:ko05223],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1517,ko00001,09160 Human Diseases,09172 Infectious disease: viral,05166 Human T-cell leukemia virus 1 infection [PATH:ko05166],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1518,ko00001,09160 Human Diseases,09172 Infectious disease: viral,05170 Human immunodeficiency virus 1 infection [PATH:ko05170],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1519,ko00001,09160 Human Diseases,09172 Infectious disease: viral,05161 Hepatitis B [PATH:ko05161],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1520,ko00001,09160 Human Diseases,09172 Infectious disease: viral,05160 Hepatitis C [PATH:ko05160],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1521,ko00001,09160 Human Diseases,09172 Infectious disease: viral,05171 Coronavirus disease - COVID-19 [PATH:ko05171],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1522,ko00001,09160 Human Diseases,09172 Infectious disease: viral,05164 Influenza A [PATH:ko05164],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1523,ko00001,09160 Human Diseases,09172 Infectious disease: viral,05163 Human cytomegalovirus infection [PATH:ko05163],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1524,ko00001,09160 Human Diseases,09172 Infectious disease: viral,05167 Kaposi sarcoma-associated herpesvirus infection [PATH:ko05167],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1525,ko00001,09160 Human Diseases,09172 Infectious disease: viral,05165 Human papillomavirus infection [PATH:ko05165],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1526,ko00001,09160 Human Diseases,09171 Infectious disease: bacterial,05130 Pathogenic Escherichia coli infection [PATH:ko05130],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1527,ko00001,09160 Human Diseases,09171 Infectious disease: bacterial,05132 Salmonella infection [PATH:ko05132],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1528,ko00001,09160 Human Diseases,09171 Infectious disease: bacterial,05131 Shigellosis [PATH:ko05131],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1529,ko00001,09160 Human Diseases,09171 Infectious disease: bacterial,05135 Yersinia infection [PATH:ko05135],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1530,ko00001,09160 Human Diseases,09171 Infectious disease: bacterial,05133 Pertussis [PATH:ko05133],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1531,ko00001,09160 Human Diseases,09171 Infectious disease: bacterial,05152 Tuberculosis [PATH:ko05152],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1532,ko00001,09160 Human Diseases,09174 Infectious disease: parasitic,05145 Toxoplasmosis [PATH:ko05145],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1533,ko00001,09160 Human Diseases,09174 Infectious disease: parasitic,05140 Leishmaniasis [PATH:ko05140],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1534,ko00001,09160 Human Diseases,09174 Infectious disease: parasitic,05142 Chagas disease [PATH:ko05142],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1535,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05010 Alzheimer disease [PATH:ko05010],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1536,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05020 Prion disease [PATH:ko05020],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1537,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05022 Pathways of neurodegeneration - multiple diseases [PATH:ko05022],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1538,ko00001,09160 Human Diseases,09165 Substance dependence,05034 Alcoholism [PATH:ko05034],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1539,ko00001,09160 Human Diseases,09166 Cardiovascular disease,05417 Lipid and atherosclerosis [PATH:ko05417],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1540,ko00001,09160 Human Diseases,09167 Endocrine and metabolic disease,04930 Type II diabetes mellitus [PATH:ko04930],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1541,ko00001,09160 Human Diseases,09167 Endocrine and metabolic disease,04933 AGE-RAGE signaling pathway in diabetic complications [PATH:ko04933],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1542,ko00001,09160 Human Diseases,09167 Endocrine and metabolic disease,04934 Cushing syndrome [PATH:ko04934],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1543,ko00001,09160 Human Diseases,09176 Drug resistance: antineoplastic,01521 EGFR tyrosine kinase inhibitor resistance [PATH:ko01521],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1544,ko00001,09160 Human Diseases,09176 Drug resistance: antineoplastic,01524 Platinum drug resistance [PATH:ko01524],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1545,ko00001,09160 Human Diseases,09176 Drug resistance: antineoplastic,01522 Endocrine resistance [PATH:ko01522],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1546,ko00001,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ko01001],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1547,ko00001,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1548,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,04147 Exosome [BR:ko04147],"K04371  ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",Cluster_2
1549,ko00001,09120 Genetic Information Processing,09122 Translation,03015 mRNA surveillance pathway [PATH:ko03015],K04382  PPP2C; serine/threonine-protein phosphatase 2A catalytic subunit [EC:3.1.3.16],Cluster_2
